Lp;Nazwa jednostki;Regon;Kraj;Województwo;Powiat;Gmina;Miejscowo??;Kod pocztowy;Ulica;Numer budynku;Numer lokalu;Kraj;Województwo;Powiat;Gmina;Miejscowo??;Kod pocztowy;Ulica;Numer budynku;Numer lokalu;Teren dzia?ania;Telefon kontaktowy;Adres email do korespondencji;Okres dzia?ania od;Okres dzia?ania do;Liczebno?? jednostki;Okres pozostawania w gotowo?ci w ci?gu roku od 1;Okres pozostawania w gotowo?ci w ci?gu roku do 1;Czas pozostawania w gotowo?ci w ci?gu doby (w godzinach) 1;Czas osi?gni?cia gotowo?ci (w minutach) 1;Liczebno?? jednostki 1;Rodzaj jednostki;Rodzaj ratownictwa
1139;OSP ZBYDNIOWICE;351222757;PL;MA?OPOLSKIE;Kraków;Kraków-Podgórze;Kraków;30-698;ul. Matematyków Krakowskich;102;;PL;MA?OPOLSKIE;Kraków;Kraków-Podgórze;Kraków;30-698;ul. Matematyków Krakowskich;102;;MA?OPOLSKIE/Kraków/Kraków-Podgórze (delegatura);798609065;OSPZBYDNIOWICE@INTERIA.PL;;;;1 stycze?;31 grudzie?;24;pa?.24;38;Ochotnicza Stra? Po?arna;Kwalifikowana pierwsza pomoc , Ratownictwo podczas po?arów , Ratownictwo techniczne 
1140;OSP PRZEGINIA;357911587;PL;MA?OPOLSKIE;krakowski;Jerzmanowice-Przeginia;Przeginia;32-049; PRZEGINIA;331;;PL;MA?OPOLSKIE;krakowski;Jerzmanowice-Przeginia;Przeginia;32-049; PRZEGINIA;331;;MA?OPOLSKIE/krakowski/Jerzmanowice-Przeginia (gmina wiejska);694448328;OSPPRZEGINIA@JERZMANOWICE-PRZEGINIA.PL;;;;1 stycze?;31 grudzie?;24;pa?.24;30;Ochotnicza Stra? Po?arna;Kwalifikowana pierwsza pomoc , Ratownictwo podczas po?arów , Ratownictwo techniczne 
1141;OSP RACIBOROWICE;357141994;PL;MA?OPOLSKIE;krakowski;Micha?owice;Raciborowice;32-091;ul. M?y?ska;26;;PL;MA?OPOLSKIE;krakowski;Micha?owice;Raciborowice;32-091;ul. M?y?ska;26;;MA?OPOLSKIE/krakowski/Micha?owice (gmina wiejska);503773931;CASPER4495@INTERIA.PL;;;;1 stycze?;31 grudzie?;24;pa?.24;19;Ochotnicza Stra? Po?arna;Kwalifikowana pierwsza pomoc , Ratownictwo podczas po?arów , Ratownictwo techniczne 
1142;OSP RADZISZÓW;357249622;PL;MA?OPOLSKIE;krakowski;Skawina;Radziszów;32-052;ul. Ko?cielna;1;;PL;MA?OPOLSKIE;krakowski;Skawina;Radziszów;32-052;ul. Ko?cielna;1;;MA?OPOLSKIE/krakowski/Skawina (obszar wiejski);516646051;OSPRADZISZOW4@WP.PL;;;;1 stycze?;31 grudzie?;24;pa?.24;19;Ochotnicza Stra? Po?arna;Kwalifikowana pierwsza pomoc , Ratownictwo podczas po?arów , Ratownictwo techniczne 
1143;OSP RYBNA;357015812;PL;MA?OPOLSKIE;krakowski;Czernichów;Rybna;32-061;ul. Aleksandry Pola?skiej;2;;PL;MA?OPOLSKIE;krakowski;Czernichów;Rybna;32-061;ul. Aleksandry Pola?skiej;2;;MA?OPOLSKIE/krakowski/Czernichów (gmina wiejska);887757751;OSPRYBNA@ONET.PL;;;;1 stycze?;31 grudzie?;24;pa?.24;21;Ochotnicza Stra? Po?arna;Kwalifikowana pierwsza pomoc , Ratownictwo podczas po?arów , Ratownictwo techniczne 
1144;OSP SIECIECHOWICE;356272033;PL;MA?OPOLSKIE;krakowski;Iwanowice;Sieciechowice;32-095; SIECIECHOWICE;242;;PL;MA?OPOLSKIE;krakowski;Iwanowice;Sieciechowice;32-095; SIECIECHOWICE;242;;MA?OPOLSKIE/krakowski/Iwanowice (gmina wiejska);888855816;M.SIENKO1980@INTERIA.PL;;;;1 stycze?;31 grudzie?;24;pa?.24;25;Ochotnicza Stra? Po?arna;Kwalifikowana pierwsza pomoc , Ratownictwo podczas po?arów , Ratownictwo techniczne 
1145;OSP SKA?A;356785927;PL;MA?OPOLSKIE;krakowski;Ska?a;Ska?a;32-043;ul. Krakowska;34;;PL;MA?OPOLSKIE;krakowski;Ska?a;Ska?a;32-043;ul. Krakowska;34;;MA?OPOLSKIE/krakowski/Ska?a (miasto);660698916;SKALAOSP@GMAIL.COM;;;;1 stycze?;31 grudzie?;24;pa?.24;30;Ochotnicza Stra? Po?arna;Kwalifikowana pierwsza pomoc , Ratownictwo podczas po?arów , Ratownictwo techniczne 
1146;OSP SKAWINA1;357517212;PL;MA?OPOLSKIE;krakowski;Skawina;Skawina;32-050;ul. Adama Mickiewicza;1;;PL;MA?OPOLSKIE;krakowski;Skawina;Skawina;32-050;ul. Adama Mickiewicza;1;;MA?OPOLSKIE/krakowski/Skawina (miasto);504509678;OSPSKAWINA@INTERIA.PL;;;;1 stycze?;31 grudzie?;24;pa?.24;33;Ochotnicza Stra? Po?arna;Kwalifikowana pierwsza pomoc , Ratownictwo podczas po?arów , Ratownictwo techniczne 
1147;OSP S?OMNIKI;357177667;PL;MA?OPOLSKIE;krakowski;S?omniki;S?omniki;32-090;ul. Wolno?ci;4;;PL;MA?OPOLSKIE;krakowski;S?omniki;S?omniki;32-090;ul. Wolno?ci;4;;MA?OPOLSKIE/krakowski/S?omniki (miasto);604488186;OSPSLOMNIKI@WP.PL;;;;1 stycze?;31 grudzie?;24;pa?.24;26;Ochotnicza Stra? Po?arna;Kwalifikowana pierwsza pomoc , Ratownictwo podczas po?arów , Ratownictwo techniczne 
1148;OSP SU?OSZOWA1;356267457;PL;MA?OPOLSKIE;krakowski;Su?oszowa;Su?oszowa;32-045; SU?OSZOWA1;76;;PL;MA?OPOLSKIE;krakowski;Su?oszowa;Su?oszowa;32-045; SU?OSZOWA1;76;;MA?OPOLSKIE/krakowski/Su?oszowa (gmina wiejska);123896353;S1@INTERIA.PL;;;;1 stycze?;31 grudzie?;24;pa?.24;49;Ochotnicza Stra? Po?arna;Kwalifikowana pierwsza pomoc , Ratownictwo podczas po?arów , Ratownictwo techniczne 
1149;OSP SU?OSZOWA3;356263726;PL;MA?OPOLSKIE;krakowski;Su?oszowa;Su?oszowa;32-045;ul. Olkuska;361;;PL;MA?OPOLSKIE;krakowski;Su?oszowa;Su?oszowa;32-045;ul. Olkuska;361;;MA?OPOLSKIE/krakowski/Su?oszowa (gmina wiejska);608605452;OSPSULOSZOWA@INTERIA.PL;;;;1 stycze?;31 grudzie?;24;pa?.24;36;Ochotnicza Stra? Po?arna;Kwalifikowana pierwsza pomoc , Ratownictwo podczas po?arów , Ratownictwo techniczne 
1150;Ochotnicza Stra? Po?arna w Bogorii;291228298;PL;?WI?TOKRZYSKIE;staszowski;Bogoria;Bogoria;28-210;ul. Spacerowa;5;;PL;?WI?TOKRZYSKIE;staszowski;Bogoria;Bogoria;28-210;ul. Spacerowa;5;;?WI?TOKRZYSKIE/staszowski/Wszystkie;608739741;psk.staszow@straz.kielce.pl;;;;1 stycze?;31 grudzie?;24;pa?.24;51;Ochotnicza Stra? Po?arna;Kwalifikowana pierwsza pomoc , Ratownictwo podczas po?arów , Ratownictwo techniczne 
1151;Ochotnicza Stra? Po?arna w D?ugo??ce;292403102;PL;?WI?TOKRZYSKIE;staszowski;Osiek;D?ugo??ka;28-221;;64 B;;PL;?WI?TOKRZYSKIE;staszowski;Osiek;D?ugo??ka;28-221;;64 B;;?WI?TOKRZYSKIE/staszowski/Wszystkie;501173638;psk.staszow@straz.kielce.pl;;;;1 stycze?;31 grudzie?;24;pa?.24;27;Ochotnicza Stra? Po?arna;Kwalifikowana pierwsza pomoc , Ratownictwo podczas po?arów 
1152;OSP ?WI?TNIKI GÓRNE;351550020;PL;MA?OPOLSKIE;krakowski;?wi?tniki Górne;?wi?tniki Górne;32-040;ul. Kazimierza Bruchnalskiego;4;;PL;MA?OPOLSKIE;krakowski;?wi?tniki Górne;?wi?tniki Górne;32-040;ul. Kazimierza Bruchnalskiego;4;;MA?OPOLSKIE/krakowski/?wi?tniki Górne (miasto);725656400;TOMEK.STRYSZAWSKI@WP.PL;;;;1 stycze?;31 grudzie?;24;pa?.24;21;Ochotnicza Stra? Po?arna;Kwalifikowana pierwsza pomoc , Ratownictwo podczas po?arów , Ratownictwo techniczne 
1153;OSP TENCZYNEK;351085094;PL;MA?OPOLSKIE;krakowski;Krzeszowice;Tenczynek;32-067;ul. Tenczy?ska;57;;PL;MA?OPOLSKIE;krakowski;Krzeszowice;Tenczynek;32-067;ul. Tenczy?ska;57;;MA?OPOLSKIE/krakowski/Krzeszowice (obszar wiejski);692500867;NACZELNIK1978@GMAIL.COM;;;;1 stycze?;31 grudzie?;24;pa?.24;19;Ochotnicza Stra? Po?arna;Kwalifikowana pierwsza pomoc , Ratownictwo podczas po?arów , Ratownictwo techniczne 
1154;Ochotnicza Stra? Po?arna w Jurkowicach;292436604;PL;?WI?TOKRZYSKIE;staszowski;Bogoria;Jurkowice;28-210;;64;;PL;?WI?TOKRZYSKIE;staszowski;Bogoria;Jurkowice;28-210;;64;;?WI?TOKRZYSKIE/staszowski/Wszystkie;517334249;psk.staszow@straz.kielce.pl;;;;1 stycze?;31 grudzie?;24;pa?.24;27;Ochotnicza Stra? Po?arna;Kwalifikowana pierwsza pomoc , Ratownictwo podczas po?arów , Ratownictwo techniczne 
1155;OSP WAWRZE?CZYCE;356303489;PL;MA?OPOLSKIE;krakowski;Igo?omia-Wawrze?czyce;Wawrze?czyce;32-125; WAWRZE?CZYCE;37;;PL;MA?OPOLSKIE;krakowski;Igo?omia-Wawrze?czyce;Wawrze?czyce;32-125; WAWRZE?CZYCE;37;;MA?OPOLSKIE/krakowski/Igo?omia-Wawrze?czyce (gmina wiejska);503833317;OSPWARZENCZYCE@VP.PL;;;;1 stycze?;31 grudzie?;24;pa?.24;37;Ochotnicza Stra? Po?arna;Kwalifikowana pierwsza pomoc , Ratownictwo podczas po?arów , Ratownictwo techniczne 
1156;OSP W?GRZCE;351325291;PL;MA?OPOLSKIE;krakowski;Zielonki;W?grzce;32-086; A3;1;;PL;MA?OPOLSKIE;krakowski;Zielonki;W?grzce;32-086; A3;1;;MA?OPOLSKIE/krakowski/Zielonki (gmina wiejska);604555309;DAR-MORZA@WP.PL;;;;1 stycze?;31 grudzie?;24;pa?.24;23;Ochotnicza Stra? Po?arna;Kwalifikowana pierwsza pomoc , Ratownictwo podczas po?arów , Ratownictwo techniczne 
1157;Komenda Powiatowa Pa?stwowej Stra?y Po?arnej w Ostrowcu ?wi?tokrzyskim - Jednostka Ratowniczo - Ga?nicza nr 1;290707890;PL;?WI?TOKRZYSKIE;ostrowiecki;Ostrowiec ?wi?tokrzyski;Ostrowiec ?wi?tokrzyski;27-400;ul. dr Adama Wardy?skiego;32;;PL;?WI?TOKRZYSKIE;ostrowiecki;Ostrowiec ?wi?tokrzyski;Ostrowiec ?wi?tokrzyski;27-400;ul. dr Adama Wardy?skiego;32;;?WI?TOKRZYSKIE/ostrowiecki/Wszystkie;412489435;psk.ostrowiec@straz.kielce.pl;;;;1 stycze?;31 grudzie?;24;mar.24;45;Pa?stwowa Stra? Po?arna;Kwalifikowana pierwsza pomoc , Ratownictwo podczas po?arów , Ratownictwo techniczne , Ratownictwo chemiczne , Ratownictwo ekologiczne , Ratownictwo medyczne , Ratownictwo poszukiwawcze 
1158;OSP W??ERÓW;357177510;PL;MA?OPOLSKIE;krakowski;S?omniki;W??erów;32-090; W??ERÓW;62;;PL;MA?OPOLSKIE;krakowski;S?omniki;W??erów;32-090; W??ERÓW;62;;MA?OPOLSKIE/krakowski/S?omniki (obszar wiejski);512410666;JANUSZ.SADA@GRUDNIK.PL;;;;1 stycze?;31 grudzie?;24;pa?.24;19;Ochotnicza Stra? Po?arna;Kwalifikowana pierwsza pomoc , Ratownictwo podczas po?arów , Ratownictwo techniczne 
1159;Ochotnicza Stra? Po?arna w  Koniem?otach;292369813;PL;?WI?TOKRZYSKIE;staszowski;Staszów;Koniem?oty;28-200;ul. Stra?acka;7;;PL;?WI?TOKRZYSKIE;staszowski;Staszów;Koniem?oty;28-200;ul. Stra?acka;7;;?WI?TOKRZYSKIE/staszowski/Wszystkie;668674312;psk.staszow@straz.kielce.pl;;;;1 stycze?;31 grudzie?;24;pa?.24;42;Ochotnicza Stra? Po?arna;Kwalifikowana pierwsza pomoc , Ratownictwo podczas po?arów , Ratownictwo techniczne 
1160;Ochotnicza Stra? Po?arna w Kotuszowie;292389454;PL;?WI?TOKRZYSKIE;staszowski;;Kotuszów;28-225;;83;;PL;?WI?TOKRZYSKIE;staszowski;Szyd?ów;Kotuszów;28-225;;83;;?WI?TOKRZYSKIE/staszowski/Wszystkie;662580014;psk.staszow@straz.kielce.pl;;;;1 stycze?;31 grudzie?;24;pa?.24;26;Ochotnicza Stra? Po?arna;Kwalifikowana pierwsza pomoc , Ratownictwo podczas po?arów 
1161;Jednostka Ratowniczo - Ga?nicza nr 2 w Ostrowcu ?wi?tokrzyskim;290707890;PL;?WI?TOKRZYSKIE;ostrowiecki;Ostrowiec ?wi?tokrzyski;Ostrowiec ?wi?tokrzyski;27-400;ul. Ignacego Boernera;1;;PL;?WI?TOKRZYSKIE;ostrowiecki;Ostrowiec ?wi?tokrzyski;Ostrowiec ?wi?tokrzyski;27-400;ul. Ignacego Boernera;1;;?WI?TOKRZYSKIE/ostrowiecki/Wszystkie;412489435;psk.ostrowiec@straz.kielce.pl;;;;1 stycze?;31 grudzie?;24;mar.24;54;Pa?stwowa Stra? Po?arna;Kwalifikowana pierwsza pomoc , Ratownictwo podczas po?arów , Ratownictwo techniczne , Ratownictwo chemiczne , Ratownictwo ekologiczne , Ratownictwo medyczne , Ratownictwo poszukiwawcze 
1162;Ochotnicza Stra? Po?arna w ?ubnicach;292399122;PL;?WI?TOKRZYSKIE;staszowski;?ubnice;?ubnice;28-232;;66 a;;PL;?WI?TOKRZYSKIE;staszowski;?ubnice;?ubnice;28-232;;66 a;;?WI?TOKRZYSKIE/staszowski/Wszystkie;661143029;psk.staszow@straz.kielce.pl;;;;1 stycze?;31 grudzie?;24;pa?.24;26;Ochotnicza Stra? Po?arna;Kwalifikowana pierwsza pomoc , Ratownictwo podczas po?arów , Ratownictwo techniczne 
1163;Ochotnicza Stra? Po?arna w Ogl?dowie;830372288;PL;?WI?TOKRZYSKIE;staszowski;Staszów;Ogl?dów;28-200;;144;;PL;?WI?TOKRZYSKIE;staszowski;Staszów;Ogl?dów;28-200;;144;;?WI?TOKRZYSKIE/staszowski/Wszystkie;663121224;psk.staszow@straz.kielce.pl;;;;1 stycze?;31 grudzie?;24;pa?.24;33;Ochotnicza Stra? Po?arna;Kwalifikowana pierwsza pomoc , Ratownictwo podczas po?arów , Ratownictwo techniczne 
1164;Ochotnicza Stra? Po?arna w Ole?nicy;291233968;PL;?WI?TOKRZYSKIE;staszowski;;Ole?nica;28-220;ul. Nadstawie;26;;PL;?WI?TOKRZYSKIE;staszowski;Ole?nica;Ole?nica;28-220;ul. Nadstawie;26;;?WI?TOKRZYSKIE/staszowski/Wszystkie;669559129;psk.staszow@straz.kielce.pl;;;;1 stycze?;31 grudzie?;24;pa?.24;26;Ochotnicza Stra? Po?arna;Kwalifikowana pierwsza pomoc , Ratownictwo podczas po?arów , Ratownictwo techniczne 
1165;Ochotnicza Stra? Po?arna w Osieku;292404432;PL;?WI?TOKRZYSKIE;staszowski;Osiek;Osiek;28-221;ul. Osiedlowa;2:00 AM;;PL;?WI?TOKRZYSKIE;staszowski;Osiek;Osiek;28-221;ul. Osiedlowa;2:00 AM;;?WI?TOKRZYSKIE/staszowski/Wszystkie;505792360;psk.staszow@straz.kielce.pl;;;;1 stycze?;31 grudzie?;24;pa?.24;29;Ochotnicza Stra? Po?arna;Kwalifikowana pierwsza pomoc , Ratownictwo podczas po?arów , Ratownictwo techniczne 
1166;Ochotnicza Stra? Po?arna w Ossali;292402835;PL;?WI?TOKRZYSKIE;staszowski;Osiek;Ossala;28-221;;59 a;;PL;?WI?TOKRZYSKIE;staszowski;Osiek;Ossala;28-221;;59 a;;?WI?TOKRZYSKIE/staszowski/Wszystkie;517757827;psk.staszow@straz.kielce.pl;;;;1 stycze?;31 grudzie?;24;pa?.24;33;Ochotnicza Stra? Po?arna;Kwalifikowana pierwsza pomoc , Ratownictwo podczas po?arów , Ratownictwo techniczne 
1167;Ochotnicza Stra? Po?arna w Ruszczy;292380447;PL;?WI?TOKRZYSKIE;staszowski;Po?aniec;Ruszcza;28-230;ul. Stanis?awa Knothego;4;;PL;?WI?TOKRZYSKIE;staszowski;Po?aniec;Ruszcza;28-230;ul. Stanis?awa Knothego;4;;?WI?TOKRZYSKIE/staszowski/Wszystkie;500135551;psk.staszow@straz.kielce.pl;;;;1 stycze?;31 grudzie?;24;pa?.24;48;Ochotnicza Stra? Po?arna;Kwalifikowana pierwsza pomoc , Ratownictwo podczas po?arów , Ratownictwo techniczne 
1168;Ochotnicza Stra? Po?arna w Rytwianach;292406106;PL;?WI?TOKRZYSKIE;staszowski;Rytwiany;Rytwiany;28-236;ul. Armii Krajowej;8;;PL;?WI?TOKRZYSKIE;staszowski;Rytwiany;Rytwiany;28-236;ul. Armii Krajowej;8;;?WI?TOKRZYSKIE/staszowski/Wszystkie;506770131;psk.staszow@straz.kielce.pl;;;;1 stycze?;31 grudzie?;24;pa?.24;33;Ochotnicza Stra? Po?arna;Kwalifikowana pierwsza pomoc , Ratownictwo podczas po?arów , Ratownictwo techniczne 
1169;Ochotnicza Stra? Po?arna w Sichowie Ma?ym;292406129;PL;?WI?TOKRZYSKIE;staszowski;Rytwiany;Sichów Ma?y;28-236;;43 a;;PL;?WI?TOKRZYSKIE;staszowski;Rytwiany;Sichów Ma?y;28-236;;43 a;;?WI?TOKRZYSKIE/staszowski/Wszystkie;606217102;psk.staszow@straz.kielce.pl;;;;1 stycze?;31 grudzie?;24;pa?.24;52;Ochotnicza Stra? Po?arna;Kwalifikowana pierwsza pomoc , Ratownictwo podczas po?arów , Ratownictwo techniczne 
1170;Ochotnicza Stra? Po?arna w Strzegomiu;292406158;PL;?WI?TOKRZYSKIE;staszowski;Rytwiany;Strzegom;28-221;ul. Stra?acka;6;;PL;?WI?TOKRZYSKIE;staszowski;Rytwiany;Strzegom;28-221;ul. Stra?acka;6;;?WI?TOKRZYSKIE/staszowski/Wszystkie;728337025;psk.staszow@straz.kielce.pl;;;;1 stycze?;31 grudzie?;24;pa?.24;22;Ochotnicza Stra? Po?arna;Kwalifikowana pierwsza pomoc , Ratownictwo podczas po?arów , Ratownictwo techniczne 
1171;Ochotnicza Stra? Po?arna w Strzelcach;292413678;PL;?WI?TOKRZYSKIE;staszowski;;Strzelce;28-220;;14;;PL;?WI?TOKRZYSKIE;staszowski;Ole?nica;Strzelce;28-220;;14;;?WI?TOKRZYSKIE/staszowski/Wszystkie;699917465;psk.staszow@straz.kielce.pl;;;;1 stycze?;31 grudzie?;24;pa?.24;32;Ochotnicza Stra? Po?arna;Kwalifikowana pierwsza pomoc , Ratownictwo podczas po?arów , Ratownictwo techniczne 
1172;Ochotnicza Stra? Po?arna w Suchowoli;292402798;PL;?WI?TOKRZYSKIE;staszowski;Osiek;Suchowola;28-221;;125 a;;PL;?WI?TOKRZYSKIE;staszowski;Osiek;Suchowola;28-221;;125 a;;?WI?TOKRZYSKIE/staszowski/Wszystkie;608096242;psk.staszow@straz.kielce.pl;;;;1 stycze?;31 grudzie?;24;pa?.24;41;Ochotnicza Stra? Po?arna;Kwalifikowana pierwsza pomoc , Ratownictwo podczas po?arów 
1173;Ochotnicza Stra? Po?arna w Szyd?owie;292386355;PL;?WI?TOKRZYSKIE;staszowski;;Szyd?ów;28-225;ul. Opatowska;7;;PL;?WI?TOKRZYSKIE;staszowski;Szyd?ów;Szyd?ów;28-225;ul. Opatowska;7;;?WI?TOKRZYSKIE/staszowski/Wszystkie;602266108;psk.staszow@straz.kielce.pl;;;;1 stycze?;31 grudzie?;24;pa?.24;32;Ochotnicza Stra? Po?arna;Kwalifikowana pierwsza pomoc , Ratownictwo podczas po?arów 
1174;Ochotnicza Stra? Po?arna w Tursku Wielkim;292402870;PL;?WI?TOKRZYSKIE;staszowski;Osiek;Tursko Wielkie;28-221;;54;;PL;?WI?TOKRZYSKIE;staszowski;Osiek;Tursko Wielkie;28-221;;54;;?WI?TOKRZYSKIE/staszowski/Wszystkie;691344492;psk.staszow@straz.kielce.pl;;;;1 stycze?;31 grudzie?;24;pa?.24;27;Ochotnicza Stra? Po?arna;Kwalifikowana pierwsza pomoc , Ratownictwo podczas po?arów 
1175;Ochotnicza Stra? Po?arna w Wi?zownicy Du?ej;292392746;PL;?WI?TOKRZYSKIE;staszowski;Staszów;Wi?zownica Du?a;28-200;;140;;PL;?WI?TOKRZYSKIE;staszowski;Staszów;Wi?zownica Du?a;28-200;;140;;?WI?TOKRZYSKIE/staszowski/Wszystkie;519177488;psk.staszow@straz.kielce.pl;;;;1 stycze?;31 grudzie?;24;pa?.24;37;Ochotnicza Stra? Po?arna;Kwalifikowana pierwsza pomoc , Ratownictwo podczas po?arów , Ratownictwo techniczne 
1176;Ochotnicza Stra? Po?arna w Wi?niowej;292393266;PL;?WI?TOKRZYSKIE;staszowski;Staszów;Wi?niowa;28-200;;114;;PL;?WI?TOKRZYSKIE;staszowski;Staszów;Wi?niowa;28-200;;114;;?WI?TOKRZYSKIE/staszowski/Wszystkie;668424396;psk.staszow@straz.kielce.pl;;;;1 stycze?;31 grudzie?;24;pa?.24;34;Ochotnicza Stra? Po?arna;Kwalifikowana pierwsza pomoc , Ratownictwo podczas po?arów , Ratownictwo techniczne 
1177;Ochotnicza Stra? Po?arna w Woli Osowej;292369836;PL;?WI?TOKRZYSKIE;staszowski;Staszów;Wola Osowa;28-200;;26 a;;PL;?WI?TOKRZYSKIE;staszowski;Staszów;Wola Osowa;28-200;;26 a;;?WI?TOKRZYSKIE/staszowski/Wszystkie;694195678;psk.staszow@straz.kielce.pl;;;;1 stycze?;31 grudzie?;24;pa?.24;41;Ochotnicza Stra? Po?arna;Kwalifikowana pierwsza pomoc , Ratownictwo podczas po?arów , Ratownictwo techniczne 
1178;Ochotnicza Stra? Po?arna w Woli ?yznej;292390049;PL;?WI?TOKRZYSKIE;staszowski;;Wola ?yzna;25-225;;43;;PL;?WI?TOKRZYSKIE;staszowski;Szyd?ów;Wola ?yzna;25-225;;43;;?WI?TOKRZYSKIE/staszowski/Wszystkie;725127599;psk.staszow@straz.kielce.pl;;;;1 stycze?;31 grudzie?;24;pa?.24;20;Ochotnicza Stra? Po?arna;Kwalifikowana pierwsza pomoc , Ratownictwo podczas po?arów , Ratownictwo techniczne 
1179;OSP Olesno;851789170;PL;MA?OPOLSKIE;d?browski;Olesno;Olesno;33-210;al. Konopki;1B;;PL;MA?OPOLSKIE;d?browski;Olesno;Olesno;33-210;al. Konopki;1B;;MA?OPOLSKIE/d?browski/Wszystkie;603619049;sekretariat@gminaolesno.pl;;;;1 stycze?;31 grudzie?;24;15/24;36;Ochotnicza Stra? Po?arna;Kwalifikowana pierwsza pomoc , Ratownictwo podczas po?arów , Ratownictwo techniczne 
1180;OSP Boles?aw;851818026;PL;MA?OPOLSKIE;d?browski;Boles?aw;Boles?aw;33-220;;68;;PL;MA?OPOLSKIE;d?browski;Boles?aw;Boles?aw;33-220;;68;;MA?OPOLSKIE/d?browski/Wszystkie;725259731;rafi811@wp.pl;;;;1 stycze?;31 grudzie?;24;15/24;25;Ochotnicza Stra? Po?arna;Kwalifikowana pierwsza pomoc , Ratownictwo podczas po?arów 
1181;OSP Hubenice-Koz?ów;851775802;PL;MA?OPOLSKIE;d?browski;Gr?boszów;Hubenice;33-260;;59;;PL;MA?OPOLSKIE;d?browski;Gr?boszów;Hubenice;33-260;;59;;MA?OPOLSKIE/d?browski/Wszystkie;663357214;krzychgil6@wp.pl;;;;1 stycze?;31 grudzie?;24;15/24;18;Ochotnicza Stra? Po?arna;Kwalifikowana pierwsza pomoc , Ratownictwo podczas po?arów , Ratownictwo chemiczne 
1182;OSP Uj?cie Jezuickie;851759849;PL;MA?OPOLSKIE;d?browski;Gr?boszów;Uj?cie Jezuickie;33-260;;1;;PL;MA?OPOLSKIE;d?browski;Gr?boszów;Uj?cie Jezuickie;33-260;;1;;MA?OPOLSKIE/d?browski/Wszystkie;518985402;ug_greboszow1@wp.pl;;;;1 stycze?;31 grudzie?;24;15/24;20;Ochotnicza Stra? Po?arna;Kwalifikowana pierwsza pomoc , Ratownictwo podczas po?arów , Ratownictwo techniczne , Ratownictwo poszukiwawcze 
1183;OSP M?drzechów;852499698;PL;MA?OPOLSKIE;d?browski;M?drzechów;M?drzechów;33-221;;437;;PL;MA?OPOLSKIE;d?browski;M?drzechów;M?drzechów;33-221;;437;;MA?OPOLSKIE/d?browski/Wszystkie;727529472;medrzechow@zgwrp.org.pl;;;;1 stycze?;31 grudzie?;24;15/24;25;Ochotnicza Stra? Po?arna;Kwalifikowana pierwsza pomoc , Ratownictwo podczas po?arów , Ratownictwo techniczne , Ratownictwo poszukiwawcze 
1184;OSP S?upiec;850452050;PL;MA?OPOLSKIE;d?browski;Szczucin;S?upiec;33-204;;333A;;PL;MA?OPOLSKIE;d?browski;Szczucin;S?upiec;33-204;;333A;;MA?OPOLSKIE/d?browski/Wszystkie;512524268;zbigniewzalinski@interia.pl;;;;1 stycze?;31 grudzie?;24;15/24;28;Ochotnicza Stra? Po?arna;Kwalifikowana pierwsza pomoc , Ratownictwo podczas po?arów , Ratownictwo poszukiwawcze 
1185;OSP Mosiny;770878670;PL;POMORSKIE;cz?uchowski;Cz?uchów;Mosiny;77-300;;28b;;PL;POMORSKIE;cz?uchowski;Cz?uchów;Mosiny;77-300;;28b;;POMORSKIE/cz?uchowski/Wszystkie;502180215;marzenabryza@wp.pl;;;;1 stycze?;31 grudzie?;24;pa?.24;35;Ochotnicza Stra? Po?arna;Kwalifikowana pierwsza pomoc , Ratownictwo podczas po?arów , Ratownictwo techniczne , Ratownictwo poszukiwawcze 
1186;OSP Pi?ni??nica;771490085;PL;POMORSKIE;cz?uchowski;Rzeczenica;Pieni??nica;77-304;;61;;PL;POMORSKIE;cz?uchowski;Rzeczenica;Pieni??nica;77-304;;61;;POMORSKIE/cz?uchowski/Wszystkie;692113325;k.polechonski@op.pl;;;;1 stycze?;31 grudzie?;24;pa?.24;20;Ochotnicza Stra? Po?arna;Kwalifikowana pierwsza pomoc , Ratownictwo podczas po?arów , Ratownictwo techniczne 
1187;OSP Stare Gronowo;770877416;PL;POMORSKIE;cz?uchowski;Debrzno;Stare Gronowo;77-310;;35c;;PL;POMORSKIE;cz?uchowski;Debrzno;Stare Gronowo;77-310;;35c;;POMORSKIE/cz?uchowski/Wszystkie;663620818;staregronowo@gmail.com;;;;1 stycze?;31 grudzie?;24;pa?.24;25;Ochotnicza Stra? Po?arna;Kwalifikowana pierwsza pomoc , Ratownictwo podczas po?arów , Ratownictwo poszukiwawcze 
1188;KPP Hrubieszów;430689052;PL;LUBELSKIE;hrubieszowski;Hrubieszów;Hrubieszów;22-500;ul. Narutowicza;20;;PL;LUBELSKIE;hrubieszowski;Hrubieszów;Hrubieszów;22-500;ul. Narutowicza;20;;LUBELSKIE/hrubieszowski/Wszystkie;846966280;dyzurni.kpphrubieszow@lu.policja.gov.pl;;;;1 stycze?;31 grudzie?;24;30/24;123;Policja;Kwalifikowana pierwsza pomoc 
